,text
9526, 往復それくらいかかるかもなー。スターアライアンスのマイルを貯めよう！あー、そうだよね。この辺警察も機能してないしね。小さい島なら尚更。マリファナは当然回し吸いしてるし、小さい袋に入った白い粉とか初めて見た。
9527,ニカラグアのラム。なかなかかなりおいしかった。クセがなくて飲みやすい感じ。 
9528, 先月友達がガラパゴス7つの島のツアー組んで、定価1200ドル値切って780ドルとかだったような。ホンジュラスでライセンス取ったんだけどあの島だけ公用語英語だった。ドラッグ系統も凄かった。なんだろうねあれ。付き物だよね。島と欧米人と薬。
9529, そうだったのか！ガラパゴス諸島って本当を除いて個人じゃいけないみたい。ツアー組まないと。でも行きたいなー。コロンビア良いって聞いたんだけどダイビングスポットって決まって欧米人の巣窟になっててちょっと躊躇ってしまうわ。ちょっとね。
9530,lo bueno de una persona fría es que lo poco que muestra es verdadero. 意味わかりたいんだけどちょっとわからないなー。うーん。
9531, えっえっ、そうなの？ビザってこと？？島が粉々‥‥ってことはパナマ辺りワンちゃんなのか。とはいえこっち紫外線がキツすぎてね‥‥‥なかなか参っておる
9532,それなんだよね。ひとりで海行くとさみしい
9533, カンクンとベリーズで潜りたかったわー。あとどっかあるのかな。パナマ？ニカラグアにもあるかな。カリブ海じゃないけどガラパゴス諸島とか良さそう。
9534,そうだコパン遺跡で虫の写真撮ったの忘れてた 
9535, ペルーまで来たらエクアドルとコロンビアすぐだからそっちも。それはそうとダイビングのライセンスとったから帰ってきたらどこ行く？どこ行く？？
9536,ニカラグア人に無理言っておにぎりを作らせた 
9537, 行こ。ペルーなら行きやすそう
9538,あと密かにラムの名産地 
9539,めっちゃ遠いうえにめっちゃマイナーなニカラグアだけど、チョコレートめっちゃおいしいからよろしくね
9540,遠いの。めっちゃ。って言っといた
9541,ニカラグアのチョコレート博物館で、一緒に写真とろ！って言われて写真撮ったあと、なんで写真撮りたいかわかる？日本人はとっても珍しいんだよ。ハイシーズンで2人来るか来ないかくらい。どうして？他の国に行ってるの？ニカラグアはダメ？って言われたのを思い出した
9542,コパン遺跡もティカル遺跡もニカラグアはグラナダ市街も日本人が修復に協力してた。でもそれを知ってる人は日本人すらとても少ない‥‥‥
9543,今19時半
9544,ニカラグアはグラナダ。日本食レストラン。オーナーさんは日本人。日本人頑張ってるよね
9545,定期的に日本食食べないとダメですわ。
9546,ほんとにおいしい。日本‥‥‥すき‥‥‥ 
9547, 10年かー長いなー。でも確かに大体吹っ切れたなーって思うのは10年位かも‥‥。なんだろうな、10年スパンで成長するのかな
9548, 染めたんも？やっぱそういうのあるよね。私昔から病気になるの左側が多いわ。あと左のほうがよりくすぐったいww
9549,中米、砂糖入りのコーヒーがおいしいんだよなあ。合うのかなあ。
9550,ケーキじゃなくてフルーツだけどね。
9551,まあ、今日は割とそんな感じなんだけど
9552,そろそろ昼はコーヒーとケーキを探したり、ちょっと早めの時間からビールと美味しいごはんをちょっと奮発したレストランで食べたりして一日終わる日を作りたい。
9553,ニカラグアはマナグア。これからグラナダへ
9554,コーヒーとケーキで一息ついたりしたい。節約しすぎかもしれない。金銭感覚がおかしくなってる
9555,ここから3、400kmかー。そんなに遠くないなーみたいな感覚になってきてる
9556,sandflyのせいで足がやべえ
9557, わかってくれる？？時間が解決するっていつだよー具体的に教えてくれよーって感じw
9558,ずーんって落ち込むんじゃなくて、ぼやーっとしてる
9559,時間が解決する系のなんちゃらに弱いかもしれない。時間に勝てないこと多い
9560,今動揺してるのがあるけど、一旦落ち着いてからまたもう一回悲しくなるんだろうなあ
9561,あー
9562,時間が解決するしかない系のかなしみで満たされている
9563,本当は、いま本当に本当に悲しいことがあって、なにか考えたり楽しんだりが難しいんだけど、その話はもう少ししてから
9564,ニカラグアはソモトについた。田舎だよー。ニカラグア、ホンジュラスやエルサルバドルより安全かも‥‥ 
9565,やけ食いしたいのにやけ食いできるだけのお金がないぞ
9566,やけ食いしたいのにやけ食いできるだけのお金がないぞ。
9567,気をしっかり‥‥‥
9568,完全に付き合いだなでもこれ
9569,行ったら絶対まあまあ楽しいけど明日‥‥明日なら
9570,これからクラブ行くか超迷う
9571,ネイティブの英語ほんと難しい。だめ
9572,話せるときに話すぞ、わからないときはわかるふりをしないぞ。みたいな頑張らなさ
9573,インストラクターがアメリカ人、同じグループの人達がイングランド人*2、オーストラリア人で全員ネイティブということが昨夜判明したので、もうがんばらないことにした
9574,sandflyだ
9575,憎しsandy fly
9576,ウティラ島、一日の間に長いこと停電が確認できないあって、なかなかストレスがでかい。ハエ、蚊、sandy flyの山だし。sandy flyって日本語でなんていうんだ。
